domain,nameservers,expiry,registrar
NS4-09.AZURE-DNS.INFO,2020-10-15,   Wild West Domains, LLC
emb-corp.com,   NS1-08.AZURE-DNS.COM
   NS2-08.AZURE-DNS.NET
   NS3-08.AZURE-DNS.ORG
   NS4-08.AZURE-DNS.INFO
NS1-08.AZURE-DNS.COM
NS2-08.AZURE-DNS.NET
NS3-08.AZURE-DNS.ORG
NS4-08.AZURE-DNS.INFO,2020-07-16,   Wild West Domains, LLC
embintl.com,   NS1-05.AZURE-DNS.COM
   NS2-05.AZURE-DNS.NET
   NS3-05.AZURE-DNS.ORG
   NS4-05.AZURE-DNS.INFO
NS1-05.AZURE-DNS.COM
NS2-05.AZURE-DNS.NET
NS3-05.AZURE-DNS.ORG
NS4-05.AZURE-DNS.INFO,2020-07-16,   Wild West Domains, LLC
eric-b.com,   NS1-09.AZURE-DNS.COM
   NS2-09.AZURE-DNS.NET
   NS3-09.AZURE-DNS.ORG
   NS4-09.AZURE-DNS.INFO
NS1-09.AZURE-DNS.COM
NS2-09.AZURE-DNS.NET
NS3-09.AZURE-DNS.ORG
NS4-09.AZURE-DNS.INFO,2020-10-24,   Wild West Domains, LLC
ericbaranowski.com,   NS1-01.AZURE-DNS.COM
   NS2-01.AZURE-DNS.NET
   NS3-01.AZURE-DNS.ORG
   NS4-01.AZURE-DNS.INFO
NS1-01.AZURE-DNS.COM
NS2-01.AZURE-DNS.NET
NS3-01.AZURE-DNS.ORG
NS4-01.AZURE-DNS.INFO,2020-07-10,   Wild West Domains, LLC
ft99.net,   NS1-06.AZURE-DNS.COM
   NS2-06.AZURE-DNS.NET
   NS3-06.AZURE-DNS.ORG
   NS4-06.AZURE-DNS.INFO
NS1-06.AZURE-DNS.COM
NS2-06.AZURE-DNS.NET
NS3-06.AZURE-DNS.ORG
NS4-06.AZURE-DNS.INFO,2020-04-14,   Wild West Domains, LLC
gatewayliterary.com,   AMANDA.NS.CLOUDFLARE.COM
   TONY.NS.CLOUDFLARE.COM
amanda.ns.cloudflare.com
tony.ns.cloudflare.com,2020-06-14,   PDR Ltd. d/b/a PublicDomainRegistry.com
getgocart.org,NS3-01.AZURE-DNS.ORG
NS1-01.AZURE-DNS.COM
NS2-01.AZURE-DNS.NET
NS4-01.AZURE-DNS.INFO,2021-01-13,Wild West Domains, LLC
innovat.in,ns3-04.azure-dns.org
ns2-04.azure-dns.net
ns1-04.azure-dns.com
ns4-04.azure-dns.info,2020-10-24,Wild West Domains, LLC
Intermounta.in,ns4-08.azure-dns.info
ns3-08.azure-dns.org
ns2-08.azure-dns.net
ns1-08.azure-dns.com,2021-01-31,Wild West Domains, LLC
JohnMabey.com,   NS1-07.AZURE-DNS.COM
   NS2-07.AZURE-DNS.NET
   NS3-07.AZURE-DNS.ORG
   NS4-07.AZURE-DNS.INFO
NS1-07.AZURE-DNS.COM
NS2-07.AZURE-DNS.NET
NS3-07.AZURE-DNS.ORG
NS4-07.AZURE-DNS.INFO,2020-12-13,   GoDaddy.com, LLC
klusterfuk.com,   NS1-04.AZURE-DNS.COM
   NS2-04.AZURE-DNS.NET
   NS3-04.AZURE-DNS.ORG
   NS4-04.AZURE-DNS.INFO
NS1-04.AZURE-DNS.COM
NS2-04.AZURE-DNS.NET
NS3-04.AZURE-DNS.ORG
NS4-04.AZURE-DNS.INFO,2020-07-17,   Wild West Domains, LLC
kulado.com,   AMANDA.NS.CLOUDFLARE.COM
   TONY.NS.CLOUDFLARE.COM
amanda.ns.cloudflare.com
tony.ns.cloudflare.com,2020-08-13,   PDR Ltd. d/b/a PublicDomainRegistry.com
kulado.nl,,,
kulado.xyz,,,
lpinstitutional.com,   NS1-08.AZURE-DNS.COM
   NS2-08.AZURE-DNS.NET
   NS3-08.AZURE-DNS.ORG
   NS4-08.AZURE-DNS.INFO
NS1-08.AZURE-DNS.COM
NS2-08.AZURE-DNS.NET
NS3-08.AZURE-DNS.ORG
NS4-08.AZURE-DNS.INFO,2020-07-27,   Google LLC
lpinstitutional.com,   NS1-08.AZURE-DNS.COM
   NS2-08.AZURE-DNS.NET
   NS3-08.AZURE-DNS.ORG
   NS4-08.AZURE-DNS.INFO
NS1-08.AZURE-DNS.COM
NS2-08.AZURE-DNS.NET
NS3-08.AZURE-DNS.ORG
NS4-08.AZURE-DNS.INFO,2020-07-27,   Google LLC
N01101110U01110101M01101101B01100010E01100101R01110010S01110011.com,   NS1-03.AZURE-DNS.COM
   NS2-03.AZURE-DNS.NET
   NS3-03.AZURE-DNS.ORG
   NS4-03.AZURE-DNS.INFO
NS1-03.AZURE-DNS.COM
NS2-03.AZURE-DNS.NET
NS3-03.AZURE-DNS.ORG
NS4-03.AZURE-DNS.INFO,2021-01-31,   Wild West Domains, LLC
naomilouphotography.com,   DNS1.REGISTRAR-SERVERS.COM
   DNS2.REGISTRAR-SERVERS.COM
dns1.registrar-servers.com 
dns2.registrar-servers.com ,2020-10-18,   NameCheap, Inc.
naomiloustudios.com,   NS14.WIXDNS.NET
   NS15.WIXDNS.NET
ns14.wixdns.net 
ns15.wixdns.net ,2020-08-29,   NameCheap, Inc.
nbcv.net,   NS1-03.AZURE-DNS.COM
   NS2-03.AZURE-DNS.NET
   NS3-03.AZURE-DNS.ORG
   NS4-03.AZURE-DNS.INFO
NS1-03.AZURE-DNS.COM
NS2-03.AZURE-DNS.NET
NS3-03.AZURE-DNS.ORG
NS4-03.AZURE-DNS.INFO,2020-04-14,   Wild West Domains, LLC
oauth.pw,,,
onedoma.in,ns3-05.azure-dns.org
ns4-05.azure-dns.info
ns1-05.azure-dns.com
ns2-05.azure-dns.net,2020-05-08,Wild West Domains, LLC
OSXsploit.com,   NS1-02.AZURE-DNS.COM
   NS2-02.AZURE-DNS.NET
   NS3-02.AZURE-DNS.ORG
   NS4-02.AZURE-DNS.INFO
NS1-02.AZURE-DNS.COM
NS2-02.AZURE-DNS.NET
NS3-02.AZURE-DNS.ORG
NS4-02.AZURE-DNS.INFO,2020-07-13,   Wild West Domains, LLC
Rachaeljsparks.com,   NS1-06.AZURE-DNS.COM
   NS2-06.AZURE-DNS.NET
   NS3-06.AZURE-DNS.ORG
   NS4-06.AZURE-DNS.INFO
NS1-06.AZURE-DNS.COM
NS2-06.AZURE-DNS.NET
NS3-06.AZURE-DNS.ORG
NS4-06.AZURE-DNS.INFO,2020-09-18,   eNom, LLC
riverviewresearch.com,   NS2.WIXDNS.NET
   NS3.WIXDNS.NET
NS2.WIXDNS.NET
NS3.WIXDNS.NET,2021-01-24,   GoDaddy.com, LLC
sfdc.in,ns3-05.azure-dns.org
ns4-05.azure-dns.info
ns1-05.azure-dns.com
ns2-05.azure-dns.net,2020-04-14,Wild West Domains, LLC
sfdc.site,NS05.DOMAINCONTROL.COM
NS06.DOMAINCONTROL.COM,2020-11-30,Go Daddy, LLC
srvrless.com,   NS1-07.AZURE-DNS.COM
   NS2-07.AZURE-DNS.NET
   NS3-07.AZURE-DNS.ORG
   NS4-07.AZURE-DNS.INFO
NS1-07.AZURE-DNS.COM
NS2-07.AZURE-DNS.NET
NS3-07.AZURE-DNS.ORG
NS4-07.AZURE-DNS.INFO,2020-05-17,   Wild West Domains, LLC
thebounceproductions.com,,,
theshinryseries.com,   NS1-01.AZURE-DNS.COM
   NS2-01.AZURE-DNS.NET
   NS3-01.AZURE-DNS.ORG
   NS4-01.AZURE-DNS.INFO
NS1-01.AZURE-DNS.COM
NS2-01.AZURE-DNS.NET
NS3-01.AZURE-DNS.ORG
NS4-01.AZURE-DNS.INFO,2020-05-13,   Wild West Domains, LLC
utahinlinehockey.com,   DNS101.REGISTRAR-SERVERS.COM
   DNS102.REGISTRAR-SERVERS.COM
dns101.registrar-servers.com 
dns102.registrar-servers.com ,2020-01-30,   NameCheap, Inc.
vidacapinc.com,   NS1-04.AZURE-DNS.COM
   NS2-04.AZURE-DNS.NET
   NS3-04.AZURE-DNS.ORG
   NS4-04.AZURE-DNS.INFO
NS1-04.AZURE-DNS.COM
NS2-04.AZURE-DNS.NET
NS3-04.AZURE-DNS.ORG
NS4-04.AZURE-DNS.INFO,2020-10-26,   Wild West Domains, LLC
virtuaas.com,   AMANDA.NS.CLOUDFLARE.COM
   TONY.NS.CLOUDFLARE.COM
amanda.ns.cloudflare.com 
tony.ns.cloudflare.com ,2020-06-09,   NameCheap, Inc.
xybots.com,   NS1-06.AZURE-DNS.COM
   NS2-06.AZURE-DNS.NET
   NS3-06.AZURE-DNS.ORG
   NS4-06.AZURE-DNS.INFO
NS1-06.AZURE-DNS.COM
NS2-06.AZURE-DNS.NET
NS3-06.AZURE-DNS.ORG
NS4-06.AZURE-DNS.INFO,2020-05-22,   Wild West Domains, LLC
